ErrorCode,ErrorText
5252950,"CLI : invalid WordLength TCP : Stale NFS file handle"
5252951,"CLI : invalid WordLength TCP : Too many levels of remote in path"
5252971,"CLI : invalid WordLength TCP : Network subsystem is unusable"
5252972,"CLI : invalid WordLength TCP : Winsock DLL cannot support this application"
5252973,"CLI : invalid WordLength TCP : Winsock not initialized"
5252981,"CLI : invalid WordLength TCP : Disconnect"
5253881,"CLI : invalid WordLength TCP : Host not found"
5253882,"CLI : invalid WordLength TCP : Non authoritative - host not found"
5253883,"CLI : invalid WordLength TCP : Non recoverable error"
5253884,"CLI : invalid WordLength TCP : Valid name, no data record of requested type"
5254881,"CLI : invalid WordLength TCP : Invalid address"
5308416,"CLI : invalid WordLength ISO : Connection error"
5318420,"CLI : invalid WordLength ISO : Connection error TCP : Interrupted system call"
5318425,"CLI : invalid WordLength ISO : Connection error TCP : Bad file number"
5318429,"CLI : invalid WordLength ISO : Connection error TCP : Permission denied"
5318430,"CLI : invalid WordLength ISO : Connection error TCP : Bad address"
5318438,"CLI : invalid WordLength ISO : Connection error TCP : Invalid argument"
5318440,"CLI : invalid WordLength ISO : Connection error TCP : Too many open files"
5318451,"CLI : invalid WordLength ISO : Connection error TCP : Operation would block"
5318452,"CLI : invalid WordLength ISO : Connection error TCP : Operation now in progress"
5318453,"CLI : invalid WordLength ISO : Connection error TCP : Operation already in progress"
5318454,"CLI : invalid WordLength ISO : Connection error TCP : Socket operation on non socket"
5318455,"CLI : invalid WordLength ISO : Connection error TCP : Destination address required"
5318456,"CLI : invalid WordLength ISO : Connection error TCP : Message too long"
5318457,"CLI : invalid WordLength ISO : Connection error TCP : Protocol wrong type for Socket"
5318458,"CLI : invalid WordLength ISO : Connection error TCP : Protocol not available"
5318459,"CLI : invalid WordLength ISO : Connection error TCP : Protocol not supported"
5318460,"CLI : invalid WordLength ISO : Connection error TCP : Socket not supported"
5318461,"CLI : invalid WordLength ISO : Connection error TCP : Operation not supported on Socket"
5318462,"CLI : invalid WordLength ISO : Connection error TCP : Protocol family not supported"
5318463,"CLI : invalid WordLength ISO : Connection error TCP : Address family not supported"
5318464,"CLI : invalid WordLength ISO : Connection error TCP : Address already in use"
5318465,"CLI : invalid WordLength ISO : Connection error TCP : Can't assign requested address"
5318466,"CLI : invalid WordLength ISO : Connection error TCP : Network is down"
5318467,"CLI : invalid WordLength ISO : Connection error TCP : Network is unreachable"
5318468,"CLI : invalid WordLength ISO : Connection error TCP : Network dropped connection on reset"
5318469,"CLI : invalid WordLength ISO : Connection error TCP : Software caused connection abort"
5318470,"CLI : invalid WordLength ISO : Connection error TCP : Connection reset by peer"
5318471,"CLI : invalid WordLength ISO : Connection error TCP : No Buffer space available"
5318472,"CLI : invalid WordLength ISO : Connection error TCP : Socket is already connected"
5318473,"CLI : invalid WordLength ISO : Connection error TCP : Socket is not connected"
5318474,"CLI : invalid WordLength ISO : Connection error TCP : Can't send after Socket shutdown"
5318475,"CLI : invalid WordLength ISO : Connection error TCP : Too many references:can't splice"
5318476,"CLI : invalid WordLength ISO : Connection error TCP : Connection timed out"
5318477,"CLI : invalid WordLength ISO : Connection error TCP : Connection refused"
5318478,"CLI : invalid WordLength ISO : Connection error TCP : Too many levels of symbolic links"
5318479,"CLI : invalid WordLength ISO : Connection error TCP : File name is too long"
5318480,"CLI : invalid WordLength ISO : Connection error TCP : Host is down"
5318481,"CLI : invalid WordLength ISO : Connection error TCP : Unreachable peer"
5318482,"CLI : invalid WordLength ISO : Connection error TCP : Directory is not empty"
5318483,"CLI : invalid WordLength ISO : Connection error TCP : Too many processes"
5318484,"CLI : invalid WordLength ISO : Connection error TCP : Too many users"
5318485,"CLI : invalid WordLength ISO : Connection error TCP : Disk quota exceeded"
5318486,"CLI : invalid WordLength ISO : Connection error TCP : Stale NFS file handle"
5318487,"CLI : invalid WordLength ISO : Connection error TCP : Too many levels of remote in path"
5318507,"CLI : invalid WordLength ISO : Connection error TCP : Network subsystem is unusable"
5318508,"CLI : invalid WordLength ISO : Connection error TCP : Winsock DLL cannot support this application"
5318509,"CLI : invalid WordLength ISO : Connection error TCP : Winsock not initialized"
5318517,"CLI : invalid WordLength ISO : Connection error TCP : Disconnect"
5319417,"CLI : invalid WordLength ISO : Connection error TCP : Host not found"
5319418,"CLI : invalid WordLength ISO : Connection error TCP : Non authoritative - host not found"
5319419,"CLI : invalid WordLength ISO : Connection error TCP : Non recoverable error"
5319420,"CLI : invalid WordLength ISO : Connection error TCP : Valid name, no data record of requested type"
5320417,"CLI : invalid WordLength ISO : Connection error TCP : Invalid address"
5373952,"CLI : invalid WordLength ISO : Disconnect error"
5383956,"CLI : invalid WordLength ISO : Disconnect error TCP : Interrupted system call"
5383961,"CLI : invalid WordLength ISO : Disconnect error TCP : Bad file number"
5383965,"CLI : invalid WordLength ISO : Disconnect error TCP : Permission denied"
5383966,"CLI : invalid WordLength ISO : Disconnect error TCP : Bad address"
5383974,"CLI : invalid WordLength ISO : Disconnect error TCP : Invalid argument"
5383976,"CLI : invalid WordLength ISO : Disconnect error TCP : Too many open files"
5383987,"CLI : invalid WordLength ISO : Disconnect error TCP : Operation would block"
5383988,"CLI : invalid WordLength ISO : Disconnect error TCP : Operation now in progress"
5383989,"CLI : invalid WordLength ISO : Disconnect error TCP : Operation already in progress"
5383990,"CLI : invalid WordLength ISO : Disconnect error TCP : Socket operation on non socket"
5383991,"CLI : invalid WordLength ISO : Disconnect error TCP : Destination address required"
5383992,"CLI : invalid WordLength ISO : Disconnect error TCP : Message too long"
5383993,"CLI : invalid WordLength ISO : Disconnect error TCP : Protocol wrong type for Socket"
5383994,"CLI : invalid WordLength ISO : Disconnect error TCP : Protocol not available"
5383995,"CLI : invalid WordLength ISO : Disconnect error TCP : Protocol not supported"
5383996,"CLI : invalid WordLength ISO : Disconnect error TCP : Socket not supported"
5383997,"CLI : invalid WordLength ISO : Disconnect error TCP : Operation not supported on Socket"
5383998,"CLI : invalid WordLength ISO : Disconnect error TCP : Protocol family not supported"
5383999,"CLI : invalid WordLength ISO : Disconnect error TCP : Address family not supported"
5384000,"CLI : invalid WordLength ISO : Disconnect error TCP : Address already in use"
5384001,"CLI : invalid WordLength ISO : Disconnect error TCP : Can't assign requested address"
5384002,"CLI : invalid WordLength ISO : Disconnect error TCP : Network is down"
5384003,"CLI : invalid WordLength ISO : Disconnect error TCP : Network is unreachable"
5384004,"CLI : invalid WordLength ISO : Disconnect error TCP : Network dropped connection on reset"
5384005,"CLI : invalid WordLength ISO : Disconnect error TCP : Software caused connection abort"
5384006,"CLI : invalid WordLength ISO : Disconnect error TCP : Connection reset by peer"
5384007,"CLI : invalid WordLength ISO : Disconnect error TCP : No Buffer space available"
5384008,"CLI : invalid WordLength ISO : Disconnect error TCP : Socket is already connected"
5384009,"CLI : invalid WordLength ISO : Disconnect error TCP : Socket is not connected"
5384010,"CLI : invalid WordLength ISO : Disconnect error TCP : Can't send after Socket shutdown"
5384011,"CLI : invalid WordLength ISO : Disconnect error TCP : Too many references:can't splice"
5384012,"CLI : invalid WordLength ISO : Disconnect error TCP : Connection timed out"
5384013,"CLI : invalid WordLength ISO : Disconnect error TCP : Connection refused"
5384014,"CLI : invalid WordLength ISO : Disconnect error TCP : Too many levels of symbolic links"
5384015,"CLI : invalid WordLength ISO : Disconnect error TCP : File name is too long"
5384016,"CLI : invalid WordLength ISO : Disconnect error TCP : Host is down"
5384017,"CLI : invalid WordLength ISO : Disconnect error TCP : Unreachable peer"
5384018,"CLI : invalid WordLength ISO : Disconnect error TCP : Directory is not empty"
5384019,"CLI : invalid WordLength ISO : Disconnect error TCP : Too many processes"
5384020,"CLI : invalid WordLength ISO : Disconnect error TCP : Too many users"
5384021,"CLI : invalid WordLength ISO : Disconnect error TCP : Disk quota exceeded"
5384022,"CLI : invalid WordLength ISO : Disconnect error TCP : Stale NFS file handle"
5384023,"CLI : invalid WordLength ISO : Disconnect error TCP : Too many levels of remote in path"
5384043,"CLI : invalid WordLength ISO : Disconnect error TCP : Network subsystem is unusable"
5384044,"CLI : invalid WordLength ISO : Disconnect error TCP : Winsock DLL cannot support this application"
5384045,"CLI : invalid WordLength ISO : Disconnect error TCP : Winsock not initialized"
5384053,"CLI : invalid WordLength ISO : Disconnect error TCP : Disconnect"
5384953,"CLI : invalid WordLength ISO : Disconnect error TCP : Host not found"
5384954,"CLI : invalid WordLength ISO : Disconnect error TCP : Non authoritative - host not found"
5384955,"CLI : invalid WordLength ISO : Disconnect error TCP : Non recoverable error"
5384956,"CLI : invalid WordLength ISO : Disconnect error TCP : Valid name, no data record of requested type"
5385953,"CLI : invalid WordLength ISO : Disconnect error TCP : Invalid address"
5439488,"CLI : invalid WordLength ISO : Bad PDU format"
5449492,"CLI : invalid WordLength ISO : Bad PDU format TCP : Interrupted system call"
5449497,"CLI : invalid WordLength ISO : Bad PDU format TCP : Bad file number"
5449501,"CLI : invalid WordLength ISO : Bad PDU format TCP : Permission denied"
5449502,"CLI : invalid WordLength ISO : Bad PDU format TCP : Bad address"
5449510,"CLI : invalid WordLength ISO : Bad PDU format TCP : Invalid argument"
5449512,"CLI : invalid WordLength ISO : Bad PDU format TCP : Too many open files"
5449523,"CLI : invalid WordLength ISO : Bad PDU format TCP : Operation would block"
5449524,"CLI : invalid WordLength ISO : Bad PDU format TCP : Operation now in progress"
5449525,"CLI : invalid WordLength ISO : Bad PDU format TCP : Operation already in progress"
5449526,"CLI : invalid WordLength ISO : Bad PDU format TCP : Socket operation on non socket"
5449527,"CLI : invalid WordLength ISO : Bad PDU format TCP : Destination address required"
5449528,"CLI : invalid WordLength ISO : Bad PDU format TCP : Message too long"
5449529,"CLI : invalid WordLength ISO : Bad PDU format TCP : Protocol wrong type for Socket"
5449530,"CLI : invalid WordLength ISO : Bad PDU format TCP : Protocol not available"
5449531,"CLI : invalid WordLength ISO : Bad PDU format TCP : Protocol not supported"
5449532,"CLI : invalid WordLength ISO : Bad PDU format TCP : Socket not supported"
5449533,"CLI : invalid WordLength ISO : Bad PDU format TCP : Operation not supported on Socket"
5449534,"CLI : invalid WordLength ISO : Bad PDU format TCP : Protocol family not supported"
5449535,"CLI : invalid WordLength ISO : Bad PDU format TCP : Address family not supported"
5449536,"CLI : invalid WordLength ISO : Bad PDU format TCP : Address already in use"
5449537,"CLI : invalid WordLength ISO : Bad PDU format TCP : Can't assign requested address"
5449538,"CLI : invalid WordLength ISO : Bad PDU format TCP : Network is down"
5449539,"CLI : invalid WordLength ISO : Bad PDU format TCP : Network is unreachable"
5449540,"CLI : invalid WordLength ISO : Bad PDU format TCP : Network dropped connection on reset"
5449541,"CLI : invalid WordLength ISO : Bad PDU format TCP : Software caused connection abort"
5449542,"CLI : invalid WordLength ISO : Bad PDU format TCP : Connection reset by peer"
5449543,"CLI : invalid WordLength ISO : Bad PDU format TCP : No Buffer space available"
5449544,"CLI : invalid WordLength ISO : Bad PDU format TCP : Socket is already connected"
5449545,"CLI : invalid WordLength ISO : Bad PDU format TCP : Socket is not connected"
5449546,"CLI : invalid WordLength ISO : Bad PDU format TCP : Can't send after Socket shutdown"
5449547,"CLI : invalid WordLength ISO : Bad PDU format TCP : Too many references:can't splice"
5449548,"CLI : invalid WordLength ISO : Bad PDU format TCP : Connection timed out"
